feature,importance_mean,importance_se
tqwt_kurtosisValue_dec_33,0.1843368009335256,0.011692772829674352
tqwt_meanValue_dec_7,0.18310789006568684,0.035908858834991904
mean_9th_delta,0.18134667322313391,0.029503888258297667
tqwt_skewnessValue_dec_6,0.1800706957178188,0.050834800548508786
std_4th_delta,0.1797801864652272,0.00946680105130668
tqwt_medianValue_dec_17,0.17925126396303276,0.0453200436978598
tqwt_skewnessValue_dec_19,0.17845001130622937,0.021391426306879027
std_11th_delta_delta,0.17711759149583348,0.006743794855623137
tqwt_kurtosisValue_dec_13,0.17194411019557077,0.021734297424224003
tqwt_meanValue_dec_34,0.17123409513017632,0.027782109824274013
tqwt_meanValue_dec_24,0.17082090802275868,0.04253055304480482
mean_delta_delta_0th,0.16728883991136656,0.007595709231430973
tqwt_kurtosisValue_dec_9,0.16490485402171814,0.01029335175372136
tqwt_entropy_shannon_dec_11,0.16416385387613913,0.016142516664781757
std_11th_delta,0.16187042258845813,0.007374319265096346
tqwt_meanValue_dec_30,0.16070458611839125,0.015936657311500433
mean_1st_delta_delta,0.1601662291292666,0.006647111399310647
tqwt_meanValue_dec_21,0.15737307738107767,0.024244631471737207
gender,0.1564029055882482,0.05226804868283564
std_6th_delta_delta,0.15501732485181843,0.01183697893881243
tqwt_meanValue_dec_11,0.15492390266017309,0.028380206831053162
tqwt_kurtosisValue_dec_35,0.15425094194144848,0.0272749625005757
locAbsJitter,0.15416293107131612,0.010065422447640898
tqwt_kurtosisValue_dec_7,0.15408834274031039,0.013139310022370933
tqwt_TKEO_std_dec_10,0.15120935852026257,0.005808688525190494
tqwt_energy_dec_13,0.15119514104312742,0.02566033008802546
mean_4th_delta,0.1494303524424792,0.023837504636252494
tqwt_TKEO_std_dec_31,0.1480752155855701,0.02797614935861808
tqwt_TKEO_mean_dec_35,0.14789077371720397,0.010278855285845543
tqwt_medianValue_dec_33,0.14664913510460384,0.05566816077928833
b2,0.14660276442113856,0.033561343776201714
tqwt_medianValue_dec_8,0.14473939732198945,0.045159666130634935
tqwt_kurtosisValue_dec_36,0.14455224767114738,0.027931446579854403
std_2nd_delta_delta,0.14365247925432162,0.013321534830855599
std_delta_delta_log_energy,0.14310357280798816,0.016524657576379755
tqwt_meanValue_dec_20,0.1430627958696771,0.042003901045551524
tqwt_meanValue_dec_12,0.14171776451200374,0.061696431453337204
tqwt_maxValue_dec_11,0.1398520784981286,0.013040316901155029
mean_MFCC_6th_coef,0.1395206129006358,0.0043963740792872675
mean_11th_delta,0.1392339246574301,0.01603693069532274
std_MFCC_9th_coef,0.13907098839492155,0.012349160586389974
std_5th_delta_delta,0.13857379587894322,0.007980328429113644
tqwt_entropy_shannon_dec_35,0.13841301156929653,0.007451164659002095
tqwt_TKEO_mean_dec_23,0.1380570013512959,0.026304479452181267
std_6th_delta,0.13622109946352695,0.012248020189994855
std_10th_delta_delta,0.13620016479932176,0.006937630822257703
mean_delta_log_energy,0.13444072844976174,0.022627612994185566
b1,0.13314423238507062,0.053638402663884324
tqwt_kurtosisValue_dec_32,0.1324450604429278,0.011752119449160823
tqwt_stdValue_dec_11,0.1322741371809832,0.01003948029543281
std_9th_delta,0.13100524069318814,0.009764917142250012
tqwt_minValue_dec_11,0.130697782209072,0.015065751414596918
ddpJitter,0.12951456262451316,0.006651991928897364
rapJitter,0.129503735110674,0.006661516523890606
tqwt_meanValue_dec_22,0.1282543772188492,0.026876465369993018
tqwt_skewnessValue_dec_13,0.12783222068766062,0.0754141211801153
det_LT_entropy_log_6_coef,0.12690136031629537,0.0042343893271657
tqwt_energy_dec_21,0.12622153015671564,0.01015315101057128
ppq5Jitter,0.1256485741577289,0.0074764555829115505
locPctJitter,0.12558870072623513,0.009993018074182592
mean_MFCC_11th_coef,0.1252065316150159,0.005133336063348983
tqwt_energy_dec_12,0.12480248232217986,0.019824057315052625
std_3rd_delta,0.12457162860047336,0.010257353101917157
tqwt_kurtosisValue_dec_21,0.12445281351874389,0.0293487767464767
std_3rd_delta_delta,0.12340400777118292,0.00728638388416433
tqwt_medianValue_dec_3,0.12300420036296889,0.025619046962551184
det_entropy_log_6_coef,0.12261634504803787,0.005366241957084842
tqwt_kurtosisValue_dec_29,0.12157784562960731,0.01517544273981424
std_delta_log_energy,0.1211114607667001,0.007925412241567955
std_5th_delta,0.11990496023633093,0.008648731915062567
tqwt_energy_dec_26,0.11863585722229494,0.005890345939861079
tqwt_energy_dec_34,0.11837686924978434,0.014775260544640312
std_MFCC_12th_coef,0.11800262814810203,0.022986508553370325
std_12th_delta,0.11799815186980134,0.019553052411710816
VFER_SNR_SEO,0.11748689377614856,0.04399022196048172
std_9th_delta_delta,0.11732688587672135,0.00626124015179071
mean_2nd_delta_delta,0.11613144836565574,0.03819931576256796
tqwt_entropy_shannon_dec_34,0.11601283713796526,0.008394829182849228
tqwt_minValue_dec_12,0.11567357466320934,0.017072654756279386
mean_MFCC_8th_coef,0.11435975515150001,0.00525463222976297
tqwt_energy_dec_15,0.1143484140187772,0.012723463770004712
tqwt_kurtosisValue_dec_18,0.114220347278626,0.005866574631760164
std_10th_delta,0.11366341249354524,0.008021431091345262
tqwt_meanValue_dec_28,0.11319423980723767,0.04338752042963114
tqwt_energy_dec_35,0.11263996749650591,0.014373444008588131
tqwt_TKEO_mean_dec_15,0.11235807798268019,0.020649029288990248
tqwt_kurtosisValue_dec_30,0.11128771675723556,0.023901826149642695
VFER_NSR_TKEO,0.11111665695655241,0.011200577624346087
std_0th_delta,0.11106326345378274,0.0071651810982794545
tqwt_skewnessValue_dec_18,0.11092344822968306,0.06160209255042973
GNE_std,0.11038013600919978,0.009675310938338028
std_MFCC_0th_coef,0.10936792572532546,0.011899548570953768
det_TKEO_mean_5_coef,0.10920567626291959,0.020344122047368723
Ed_10_coef,0.10892268628627584,0.0038534344600879254
GNE_NSR_TKEO,0.10881413680666337,0.02523145431427795
std_delta_delta_0th,0.10818471450179881,0.00832597551050482
tqwt_skewnessValue_dec_3,0.10751454515113412,0.045274539802715695
tqwt_energy_dec_20,0.10709318185287646,0.010214253670660594
mean_0th_delta,0.10707250165117865,0.008909448673074015
tqwt_meanValue_dec_15,0.10679780555980381,0.019829861138274774
tqwt_meanValue_dec_33,0.10675885525139198,0.03647935389281771
mean_1st_delta,0.10641023409184136,0.009714828151787272
tqwt_kurtosisValue_dec_3,0.10513000965547711,0.023841477050884952
tqwt_energy_dec_29,0.10483477244281132,0.016943738937341146
VFER_std,0.10412059095895174,0.03297493756516619
std_8th_delta_delta,0.10404201121365583,0.005914444963278211
tqwt_entropy_shannon_dec_26,0.10403563808993832,0.012722779596988908
tqwt_energy_dec_33,0.10366385853284699,0.01111965003536972
tqwt_energy_dec_22,0.10293117568365798,0.008014363906823573
GQ_std_cycle_closed,0.10291816778932528,0.012941026327141327
tqwt_TKEO_mean_dec_20,0.10280915260535357,0.01578552406417843
Ed2_10_coef,0.10155419094090981,0.012120973187250262
tqwt_kurtosisValue_dec_20,0.10063859620744027,0.007614733531856031
mean_2nd_delta,0.10041984676757061,0.0250536268026992
tqwt_skewnessValue_dec_4,0.10041103081666683,0.022232975226959096
Ed2_4_coef,0.09971854908340347,0.020585994969501094
mean_5th_delta,0.09940041820682007,0.021728950929077118
tqwt_entropy_shannon_dec_36,0.09844227875518964,0.01984602348180437
tqwt_TKEO_mean_dec_10,0.0983772040885518,0.005053858352222223
tqwt_energy_dec_23,0.09816060815510821,0.014647681368557727
tqwt_kurtosisValue_dec_19,0.09795224833470526,0.004282916070221269
tqwt_stdValue_dec_33,0.09771195269681716,0.006886787921262933
mean_MFCC_4th_coef,0.09742937531352466,0.003704467896532751
tqwt_TKEO_std_dec_36,0.0971723695413609,0.022147994807549688
tqwt_TKEO_std_dec_33,0.09694568616988661,0.03535142467812023
tqwt_maxValue_dec_12,0.09665972222286219,0.015851710286810167
tqwt_entropy_shannon_dec_10,0.09645283846599251,0.0058997943893873885
tqwt_kurtosisValue_dec_17,0.09601787700112831,0.0062496514246742265
tqwt_TKEO_std_dec_8,0.09575778818421089,0.0191896107302149
tqwt_kurtosisValue_dec_16,0.09551953621317044,0.015473339639231847
det_LT_entropy_shannon_9_coef,0.09523370168424901,0.007668799163252936
tqwt_kurtosisValue_dec_4,0.093570764409767,0.02014941440651537
IMF_SNR_TKEO,0.09336856182280565,0.02586073186433957
tqwt_entropy_shannon_dec_25,0.09269452228183152,0.0315196649273404
tqwt_kurtosisValue_dec_6,0.09243883977625829,0.00874406977992678
std_MFCC_1st_coef,0.09231665092764503,0.006824446393623622
tqwt_TKEO_mean_dec_34,0.09225562165432734,0.012172029133497037
tqwt_energy_dec_3,0.09196486819770204,0.0014303884433130099
std_MFCC_6th_coef,0.09168128881968375,0.014175998205841072
det_LT_entropy_shannon_7_coef,0.0910499323951873,0.017088379835495028
apq5Shimmer,0.09041844595206264,0.007645910011731261
tqwt_TKEO_mean_dec_17,0.08989912693141806,0.0056297179712610865
VFER_SNR_TKEO,0.08944916329100397,0.04336881573577507
tqwt_stdValue_dec_35,0.08907189797563649,0.003892314699820729
tqwt_TKEO_std_dec_6,0.08854226930200323,0.00856080961313812
tqwt_TKEO_std_dec_12,0.08842817997517508,0.023393044561981956
mean_12th_delta,0.08782056261072732,0.04129826451648665
tqwt_kurtosisValue_dec_10,0.08761344004994787,0.02357173932323878
tqwt_entropy_shannon_dec_24,0.08686153157818524,0.04599609476720819
tqwt_meanValue_dec_16,0.08673996526326086,0.02156304952521408
tqwt_medianValue_dec_2,0.0861416148762978,0.016757565272534174
tqwt_TKEO_mean_dec_32,0.08594127314850784,0.03640015587193262
tqwt_TKEO_mean_dec_27,0.0858501338451215,0.009650204409872085
tqwt_minValue_dec_1,0.08544670949254543,0.028626427809899633
std_7th_delta,0.08455045544278793,0.006874988382041557
det_LT_TKEO_mean_10_coef,0.08453639226619156,0.013060535368986336
det_LT_TKEO_std_6_coef,0.08450607206939784,0.016290883460641045
tqwt_meanValue_dec_35,0.08422671111455936,0.018428500421750985
tqwt_energy_dec_25,0.08416173645265208,0.017113096182039177
std_7th_delta_delta,0.08385923682388965,0.004020456666163525
std_Log_energy,0.08370936446682667,0.009967143037306456
tqwt_stdValue_dec_12,0.083643148312083,0.014724610053505952
tqwt_TKEO_mean_dec_21,0.08330125771413713,0.009561053336793055
tqwt_TKEO_std_dec_27,0.08314055706269209,0.01036150875727627
tqwt_TKEO_std_dec_28,0.08310568870133354,0.01847289680864462
tqwt_energy_dec_10,0.0829269888537976,0.0062286875274812385
std_2nd_delta,0.08272294274591958,0.015285442369332604
tqwt_medianValue_dec_5,0.08228780732360523,0.012084900137318366
det_entropy_log_4_coef,0.08168323785724614,0.005768792153762849
det_LT_entropy_shannon_10_coef,0.08164274774930733,0.013957903177798244
locShimmer,0.08133163814160871,0.01135665370933648
tqwt_stdValue_dec_34,0.08076686405651383,0.004557621346253611
tqwt_entropy_shannon_dec_27,0.08072785870256269,0.014222651951666696
tqwt_meanValue_dec_2,0.080505937968876,0.022085789773372277
tqwt_kurtosisValue_dec_5,0.08029189049700808,0.013681475832155428
det_LT_TKEO_std_10_coef,0.08011937432974807,0.013841298778415275
tqwt_medianValue_dec_13,0.08003403499991688,0.023489402937480336
tqwt_medianValue_dec_18,0.08003142914230371,0.03724926908712561
f3,0.07920848231551994,0.016211824472579222
tqwt_minValue_dec_13,0.07881544120183948,0.013168427878711328
mean_MFCC_9th_coef,0.0787779039534143,0.005628904041434834
tqwt_medianValue_dec_20,0.07846193207667204,0.056292588536093334
tqwt_entropy_log_dec_26,0.07809482477814927,0.0070414867092480566
tqwt_TKEO_mean_dec_1,0.07803172234360832,0.016203876477968865
tqwt_minValue_dec_17,0.0779579198240893,0.003431851150834709
tqwt_TKEO_std_dec_17,0.07791296856954921,0.008207753250554348
tqwt_skewnessValue_dec_16,0.07717182740658488,0.021740026684694953
locDbShimmer,0.07711581615091904,0.015817795685648988
tqwt_TKEO_std_dec_32,0.07679133052077969,0.027415104366435517
PPE,0.07628150140637247,0.019880587627147606
tqwt_maxValue_dec_17,0.07614864149105999,0.0038107547536244974
GNE_mean,0.07603650937677517,0.0019290689500190976
tqwt_medianValue_dec_19,0.07565862841680851,0.01610846027904181
det_entropy_shannon_5_coef,0.07560914261488771,0.014586623330881683
det_LT_entropy_log_4_coef,0.07551177729330436,0.0038189188597264325
tqwt_medianValue_dec_26,0.07517353648952073,0.025080251726255647
tqwt_TKEO_mean_dec_6,0.07512683014635443,0.004061607567905721
tqwt_TKEO_std_dec_25,0.0746327485362355,0.013161182852909863
tqwt_minValue_dec_36,0.07425472086594138,0.019037164730479336
tqwt_entropy_shannon_dec_33,0.07411634313779132,0.021782755675345725
tqwt_maxValue_dec_13,0.07392625970214442,0.01308975909463693
std_12th_delta_delta,0.07324992603640346,0.021247650800539964
std_1st_delta,0.07321866328093193,0.007741053442459686
tqwt_meanValue_dec_9,0.07308872901887623,0.014112494801559225
GQ_std_cycle_open,0.07291410054479947,0.028204019584818548
tqwt_skewnessValue_dec_10,0.0727773641776142,0.016822536608923043
std_MFCC_11th_coef,0.07274254859074916,0.012705930435984048
meanPeriodPulses,0.07262802902186555,0.01388532469500067
apq3Shimmer,0.07177631294116602,0.016392066080411098
ddaShimmer,0.07170750098395565,0.016394023072563105
tqwt_minValue_dec_33,0.07136746049130283,0.00841654077632354
det_entropy_log_3_coef,0.07118618303369437,0.00403892804239875
tqwt_TKEO_mean_dec_7,0.071082894314272,0.006683495843204293
tqwt_energy_dec_28,0.07079701123990714,0.017498769891373278
tqwt_TKEO_std_dec_21,0.07046829533869589,0.0044880762764870664
tqwt_skewnessValue_dec_9,0.07029404816673268,0.018620658951585815
Ed_7_coef,0.07026545083580313,0.005899557117628029
tqwt_medianValue_dec_4,0.06996976938617705,0.017551850656646148
tqwt_maxValue_dec_36,0.06948317885407376,0.01593810146723517
tqwt_stdValue_dec_32,0.06930041882190442,0.006123756885203937
tqwt_energy_dec_27,0.06909773750074348,0.0062448476030313406
tqwt_kurtosisValue_dec_2,0.06884895340444534,0.02031514306037985
tqwt_TKEO_std_dec_24,0.06883051766186044,0.019202992579111424
tqwt_TKEO_mean_dec_3,0.06828641696535735,0.00610654138638007
tqwt_entropy_shannon_dec_29,0.06793969322585497,0.03690564445424112
tqwt_entropy_shannon_dec_12,0.06731823160022662,0.020033084168789322
tqwt_entropy_shannon_dec_31,0.06680689771567123,0.015370919236161176
det_LT_entropy_shannon_5_coef,0.06664109369479124,0.017136475827009456
tqwt_TKEO_std_dec_9,0.06653323378776412,0.01812935160093668
tqwt_energy_dec_7,0.06635378863431639,0.005925467105589078
tqwt_energy_dec_14,0.06614866020861607,0.014794466281258732
tqwt_TKEO_std_dec_7,0.06608068904228688,0.010260214423556605
tqwt_maxValue_dec_1,0.0658613482972527,0.014786395317571008
tqwt_energy_dec_1,0.06568659178005662,0.004132498704780706
tqwt_skewnessValue_dec_31,0.06558688093313755,0.02172357437538858
tqwt_energy_dec_2,0.06557449943820118,0.012838747047337703
tqwt_TKEO_mean_dec_33,0.06536854030858054,0.015569244847328011
det_LT_TKEO_std_3_coef,0.06528667469244356,0.01164871603287571
det_LT_TKEO_std_5_coef,0.06493143425418915,0.008919041183087796
meanAutoCorrHarmonicity,0.06488959678034165,0.008423475385206814
tqwt_meanValue_dec_4,0.06469789710067833,0.04203594086397054
std_1st_delta_delta,0.064638031075993,0.0046203314101666395
tqwt_energy_dec_31,0.0645530777698378,0.03164103769585663
tqwt_TKEO_mean_dec_18,0.06443170436457826,0.011863104411116326
det_LT_TKEO_mean_4_coef,0.06440308095670283,0.009863599950046757
det_TKEO_std_6_coef,0.06438055736947895,0.010946396233127908
det_TKEO_std_5_coef,0.06414612597640348,0.010607359493962321
tqwt_TKEO_std_dec_23,0.0639192965726281,0.044982860894280025
tqwt_energy_dec_8,0.06387189621814149,0.01210790255714038
tqwt_energy_dec_30,0.06373342627757769,0.016260340985756676
tqwt_TKEO_std_dec_20,0.06367642481436528,0.0035364772516469144
tqwt_skewnessValue_dec_2,0.06359286824994811,0.024726661514936348
tqwt_maxValue_dec_33,0.0626288076366979,0.0075548158554531305
std_MFCC_8th_coef,0.06236339166152074,0.014312617976721549
tqwt_kurtosisValue_dec_22,0.06216163600380187,0.019667257801015324
meanNoiseToHarmHarmonicity,0.062002890144446154,0.008194887608070361
tqwt_minValue_dec_10,0.06178986590766235,0.015178708776589982
tqwt_energy_dec_32,0.06110387673542178,0.009597587328105991
det_entropy_log_7_coef,0.061102602657988836,0.006641782168693327
tqwt_energy_dec_6,0.06092828451075154,0.0075002055706088625
tqwt_TKEO_mean_dec_36,0.06082582082164071,0.014842809857466317
tqwt_skewnessValue_dec_7,0.06041527459789847,0.016745424726269324
det_LT_TKEO_mean_9_coef,0.06040621244894492,0.008470576582783522
det_LT_TKEO_std_9_coef,0.059896632975994034,0.00851718966457271
tqwt_entropy_shannon_dec_32,0.05974792088710993,0.012017529340690303
tqwt_TKEO_std_dec_29,0.059651660809563564,0.01324829116656272
tqwt_TKEO_mean_dec_30,0.05953164662041612,0.04272905520729137
mean_MFCC_3rd_coef,0.059378640839828356,0.006402099167860851
tqwt_entropy_shannon_dec_3,0.05869058676334935,0.003942645557486348
tqwt_kurtosisValue_dec_31,0.05799131138083652,0.019473449211029604
det_LT_entropy_log_3_coef,0.057991195093125,0.003937017341940086
mean_10th_delta,0.05774270249810678,0.014726065734566016
tqwt_stdValue_dec_21,0.057454318684555784,0.004545090575593043
det_entropy_log_10_coef,0.057442399582989065,0.011922660821154483
tqwt_stdValue_dec_27,0.05703608098205183,0.0023009967137027536
maxIntensity,0.056584789774704804,0.0075867941512632806
det_LT_entropy_shannon_6_coef,0.056529318358345335,0.020567593356454087
tqwt_TKEO_std_dec_3,0.05651378676672458,0.0066118864829297986
tqwt_stdValue_dec_20,0.05609365699361764,0.007356946876661059
tqwt_entropy_shannon_dec_6,0.055797450560023776,0.006584471374572977
tqwt_maxValue_dec_27,0.055757182644663505,0.0016541857457595375
numPulses,0.055662779338169,0.0055749105114473564
tqwt_TKEO_mean_dec_13,0.05550962593901625,0.01939471066005711
det_LT_TKEO_mean_5_coef,0.055508447627158654,0.00774329854831827
tqwt_energy_dec_24,0.05515279648062653,0.02635300579407865
tqwt_entropy_shannon_dec_21,0.05494258488351552,0.006092901773705591
numPeriodsPulses,0.0547253142973821,0.0055405389986810565
mean_MFCC_7th_coef,0.054600940533348366,0.0025889672924707292
det_LT_entropy_log_7_coef,0.05455993538286822,0.005882350533814489
tqwt_entropy_shannon_dec_13,0.05438676094779973,0.010205588631200987
tqwt_maxValue_dec_20,0.053959966363617426,0.005848322868337002
tqwt_TKEO_std_dec_5,0.053853855877478166,0.012564491274305176
det_LT_entropy_log_8_coef,0.05358840031305934,0.011033986254686715
mean_3rd_delta,0.05342908245495691,0.030998297612420886
meanHarmToNoiseHarmonicity,0.05333891009199524,0.008664910876619535
tqwt_TKEO_std_dec_30,0.05298161023534538,0.032532271190860745
mean_MFCC_12th_coef,0.05292005730638501,0.015655345047652626
det_entropy_log_8_coef,0.052876737831558496,0.013313664038702216
meanIntensity,0.05278264403524422,0.00523094311881731
GNE_SNR_SEO,0.05274896449212083,0.014250283695586285
tqwt_TKEO_mean_dec_24,0.05232810628874531,0.01934468789927997
tqwt_entropy_shannon_dec_7,0.05230060384109597,0.005772350872503569
Ea,0.05168365796055498,0.0043274553891885
tqwt_minValue_dec_35,0.051621686232426814,0.010154197493743841
tqwt_stdValue_dec_10,0.051484089964341465,0.004863350552799545
tqwt_TKEO_std_dec_13,0.051431867493326865,0.02204397420488184
Ed2_9_coef,0.051269741018574774,0.006105269709342251
app_LT_entropy_log_3_coef,0.05119924471039776,0.015662102631213815
tqwt_minValue_dec_27,0.050850140378641814,0.0016276976982554526
det_LT_TKEO_std_4_coef,0.050815092609137524,0.02082714886557063
det_entropy_shannon_6_coef,0.05073879892152357,0.00719334174580528
tqwt_minValue_dec_20,0.050548063438006385,0.00615698282385705
tqwt_entropy_shannon_dec_28,0.05043545082976388,0.011263208942708111
tqwt_stdValue_dec_31,0.05026419642997575,0.00859120061188996
tqwt_kurtosisValue_dec_11,0.05018903054799837,0.019763893980720378
det_LT_entropy_shannon_2_coef,0.05009887937857299,0.00485213905808291
tqwt_TKEO_mean_dec_5,0.04987302036232953,0.01097443255619797
det_entropy_shannon_8_coef,0.04987281372460982,0.007681684928961201
tqwt_TKEO_std_dec_34,0.04968401574460313,0.01825731306694482
tqwt_energy_dec_5,0.049541973087061306,0.009846114438856957
tqwt_TKEO_mean_dec_8,0.04936851139082922,0.011749988193496489
tqwt_energy_dec_19,0.049144176204101976,0.015572647035005572
Ea2,0.04849460260262798,0.004503735132949823
minIntensity,0.04816453458983476,0.00281578797983572
tqwt_entropy_log_dec_21,0.04808758656000662,0.006274200716655991
det_TKEO_mean_8_coef,0.04802244960649552,0.005782873400863968
app_LT_entropy_log_2_coef,0.04799802119764901,0.017074823983809294
tqwt_entropy_log_dec_27,0.047984539522008915,0.0019452664812605516
